order,family,genus,species,iucn2020_binomial,phylacine_binomial,adult_mass_g,brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,female_maturity_d,male_maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n
Rodentia,Cricetidae,Neotoma,angustapalata,Neotoma angustapalata,Neotoma angustapalata,203,2.382,190.565,NA,243.333,60.346,60.346,NA,93.539,33.193,NA,2.345,2,60.868,10.4,32.499,NA,653.631,0.441,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,"Nearctic, Neotropical",1
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma bryanti,Neotoma anthonyi,119.365,1.801,176.216,NA,3832.5,85.295,94.59,76,127.59,33,NA,2.92,3,59.959,8.96,31,34.94,1097.533,0.329,140,0,2,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma bryanti,Neotoma bryanti,119.365,1.811,176.216,NA,3832.5,85.295,94.59,76,127.59,33,NA,2.92,3,59.959,8.96,31,34.94,1140.952,0.329,140,0,2,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma bryanti,Neotoma bunkeri,119.365,1.807,176.216,NA,3832.5,85.295,94.59,76,127.59,33,NA,2.92,3,59.959,8.96,31,34.94,1094.76,0.329,140,0,2,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma bryanti,Neotoma martinensis,119.365,1.804,176.216,NA,3832.5,85.295,94.59,76,127.59,33,NA,2.92,3,59.959,8.96,31,34.94,1111.308,0.329,140,0,2,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,chrysomelas,Neotoma chrysomelas,Neotoma chrysomelas,203,2.38,190.565,NA,243.333,60.346,60.346,NA,93.539,33.193,NA,1.775,2,63.622,10.4,32.488,NA,678.038,0.441,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,1000,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,2
Rodentia,Cricetidae,Neotoma,cinerea,Neotoma cinerea,Neotoma cinerea,285.89,2.791,226.98,NA,2126.125,525,438.877,NA,468.635,29.759,NA,3.565,1.75,29.979,13.95,26.871,100.195,1142.837,0.532,NA,0,1,0.03,4,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,1,1,Nearctic,5
Rodentia,Cricetidae,Neotoma,devia,Neotoma devia,Neotoma devia,113.4,1.723,170.865,NA,3832.5,80.67,85.34,76,118.58,33.24,NA,2.81,3,59.959,9.16,29.957,34.94,1086.971,0.32,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,2200,0,2200,0,Occurs on mainland,1,0,Nearctic,2
Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,Neotoma floridana,208.18,3.04,214.335,NA,3467.5,175.38,119.177,101,209.3,35.529,NA,2.625,2.25,65.955,12.39,31.359,64.3,782.207,0.447,566.667,0,1,0.002,1,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Nearctic,4
Rodentia,Cricetidae,Neotoma,fuscipes,Neotoma fuscipes,Neotoma fuscipes,213.26,2.907,218.19,NA,304.167,182.616,182.616,NA,214.743,32.127,NA,2.72,1.46,129.873,12.625,27.137,NA,734.085,0.453,1700,0,1,0.002,1,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,1,0,Nearctic,2
Rodentia,Cricetidae,Neotoma,goldmani,Neotoma goldmani,Neotoma goldmani,198,2.269,175.47,NA,3467.5,97.57,94.14,101,130.359,36.219,NA,2.07,2,48.966,11.35,33.5,103.3,874.46,0.435,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,2320,1160,1160,0,Occurs on mainland,1,0,Nearctic,2
Rodentia,Cricetidae,Neotoma,insularis,Neotoma insularis,Neotoma lepida,113.4,1.78,170.865,NA,3832.5,94.59,94.59,76,127.585,33,NA,2.92,3,59.959,8.96,31,34.94,1221.147,0.32,310,0,2,0.001,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,1300,0,1300,NA,NA,NA,NA,Nearctic,1
Rodentia,Cricetidae,Neotoma,lepida,Neotoma lepida,Neotoma lepida,113.4,1.768,170.865,NA,3832.5,94.59,94.59,76,127.585,33,NA,2.92,3,59.959,8.96,31,34.94,1221.147,0.32,310,0,2,0.001,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,1,0,"Nearctic, Neotropical",2
Rodentia,Cricetidae,Neotoma,leucodon,Neotoma leucodon,Neotoma leucodon,190.5,3.125,195.735,NA,3467.5,97.57,94.14,101,130.359,36.219,NA,2.14,2,48.966,11.35,33.5,103.3,801.511,0.426,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,"Nearctic, Neotropical",3
Rodentia,Cricetidae,Neotoma,macrotis,Neotoma macrotis,Neotoma macrotis,219.5,3.52,218.19,NA,304.167,182.616,182.616,NA,214.743,32.127,NA,2.72,1.46,130.448,12.625,27.137,NA,741.745,0.46,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,1,0,Nearctic,3
Rodentia,Cricetidae,Neotoma,magister,Neotoma magister,Neotoma magister,208.59,2.671,214.335,NA,3467.5,108.906,119.177,101,154.017,34.84,NA,2.15,2.25,65.955,13.43,29.219,64.3,733.727,0.448,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,1,0,0,1,0,1000,NA,NA,0,Occurs on mainland,0,0,Nearctic,3
Rodentia,Cricetidae,Neotoma,mexicana,Neotoma mexicana,Neotoma mexicana,203,2.29,190.565,NA,243.333,59.82,60.346,NA,93.539,33.193,NA,2.345,2,60.568,10.4,32.61,NA,707.685,0.441,164.167,0,1,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,1,0,"Nearctic, Neotropical",2
Rodentia,Cricetidae,Neotoma,micropus,Neotoma micropus,Neotoma micropus,203.09,2.66,212.68,NA,3467.5,172.7,136.353,101,207.2,34.697,NA,2.15,2,48.966,11.5,29.83,90.725,405.284,0.441,1850,0,1,0,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,1,0,"Nearctic, Neotropical",1
Rodentia,Cricetidae,Neotoma,nelsoni,Neotoma nelsoni,Neotoma nelsoni,198,2.495,195.735,NA,3467.5,97.57,94.14,101,130.359,36.219,NA,2.14,2,48.966,11.35,33.5,103.3,797.304,0.435,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,1
Rodentia,Cricetidae,Neotoma,palatina,Neotoma palatina,Neotoma palatina,198,2.465,195.735,NA,3467.5,97.57,94.14,101,130.359,36.219,NA,2.14,2,48.966,11.35,33.5,103.3,822.058,0.435,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,1904,938,966,0,Occurs on mainland,0,0,Nearctic,2
Rodentia,Cricetidae,Neotoma,phenax,Neotoma phenax,Neotoma phenax,227.495,2.196,196,NA,2263.4,NA,127.494,NA,163.774,35.628,NA,2,2,59.745,NA,32.086,NA,753.126,0.47,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,S,1,0,0,1,0,150,0,150,0,Occurs on mainland,0,0,"Nearctic, Neotropical",2
Rodentia,Cricetidae,Neotoma,stephensi,Neotoma stephensi,Neotoma stephensi,125.33,1.914,170.865,NA,3832.5,324.33,128.136,76,161.126,32.99,NA,2.7,2,59.959,9.36,33.24,34.99,1066.604,0.338,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1,G,1,0,0,1,0,NA,NA,NA,0,Occurs on mainland,1,0,Nearctic,2
Rodentia,Cricetidae,Neotomodon,alstoni,Neotomodon alstoni,Neotomodon alstoni,47.32,0.989,122.58,NA,1823.556,106.63,114.035,NA,141.528,27.493,NA,3.25,2.25,39.161,3.4,25.949,NA,652.708,0.198,2024.583,0,1,0.002,NA,50,10,40,50,0,0,0,0,10,20,0,20,0,3,2,G,1,0,0,1,0,4300,2500,1800,0,Occurs on mainland,0,0,Neotropical,1
Rodentia,Cricetidae,Neotomys,ebriosus,Neotomys ebriosus,Neotomys ebriosus,64.5,1.103,175,NA,1257.524,NA,73.003,NA,103.638,27.023,NA,4.259,3.247,32.507,NA,22.643,NA,519.234,0.235,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,G,2,1,0,1,0,4600,2500,2100,0,Occurs on mainland,1,0,Neotropical,3
Cetartiodactyla,Bovidae,Neotragus,batesi,Neotragus batesi,Neotragus batesi,2733.725,30.453,557.5,NA,5110,366.52,325.244,NA,365,181.928,4,1,1.518,226.553,499.995,72.713,NA,1741.05,1.843,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,20,0,10,70,2,1,G,2,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Afrotropical,2
Cetartiodactyla,Bovidae,Neotragus,pygmaeus,Neotragus pygmaeus,Neotragus pygmaeus,4200,35.602,500,NA,5803.5,585.994,486.988,685,327,188,4,1,1.356,264.819,800,72.778,NA,1560.588,2.334,NA,0,1,NA,2,0,0,100,0,0,0,0,0,0,20,0,0,80,2,1,G,2,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Afrotropical,2
Carnivora,Mustelidae,Neovison,macrodon,Neovison macrodon,Neovison macrodon,1190,29.477,660,NA,5509.808,NA,533.58,NA,595.914,52.141,NA,3.238,1.691,224.437,NA,68.905,NA,2201.336,7.078,NA,0,1,NA,NA,10,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,1,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Nearctic,3
Carnivora,Mustelidae,Neovison,vison,Neovison vison,Neovison vison,899.75,9.193,430,NA,4161,334.361,297.723,371,376,36.221,NA,4.76,1,364.75,8.64,49,110,1473.65,6.172,NA,0,1,NA,NA,10,90,0,10,50,20,20,0,0,0,0,0,0,3,3,G,2,1,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Nearctic,2
Rodentia,Cricetidae,Nephelomys,albigularis,Nephelomys albigularis,Nephelomys albigularis,60.5,1.378,188.5,NA,1047.851,NA,92.437,NA,123.219,28.105,NA,3.4,3.977,40.264,NA,26.623,NA,580.559,0.227,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,2,G,2,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,1
Rodentia,Cricetidae,Nephelomys,auriventer,Nephelomys auriventer,Nephelomys auriventer,60.5,1.645,188.5,NA,1127.293,NA,99.401,NA,130.082,28.56,NA,3.4,3.817,44.922,NA,26.724,NA,618.395,0.227,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,2,G,2,0,0,1,0,1660,1140,520,NA,Occurs on mainland,NA,NA,Neotropical,3
Rodentia,Cricetidae,Nephelomys,caracolus,Nephelomys caracolus,Nephelomys caracolus,60.5,1.364,188.5,NA,1080.798,NA,93.724,NA,123.869,29.793,NA,3.4,3.912,38.803,NA,25.932,NA,577.01,0.227,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,G,2,0,0,1,0,2500,1000,1500,NA,Occurs on mainland,NA,NA,Neotropical,1
Rodentia,Cricetidae,Nephelomys,devius,Nephelomys devius,Nephelomys devius,60.5,1.32,188.5,NA,1059.413,NA,91.084,NA,121.561,27.786,NA,3.4,3.988,38.931,NA,26.426,NA,552.843,0.227,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,1,G,2,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,1
Rodentia,Cricetidae,Nephelomys,keaysi,Nephelomys keaysi,Nephelomys keaysi,59.395,1.225,188.5,NA,1023.673,NA,89.365,NA,118.831,27.614,NA,3.4,4.06,38.757,NA,26.248,NA,546.606,0.224,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,2,G,2,0,0,1,0,2600,1000,1600,NA,Occurs on mainland,NA,NA,Neotropical,1
Rodentia,Cricetidae,Nephelomys,levipes,Nephelomys levipes,Nephelomys levipes,60.5,1.323,188.5,NA,1030.629,NA,91.524,NA,121.762,27.751,NA,3.4,3.992,39.566,NA,26.468,NA,555.835,0.227,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,2,G,2,0,0,1,0,3200,1800,1400,NA,Occurs on mainland,NA,NA,Neotropical,1
Rodentia,Cricetidae,Nephelomys,meridensis,Nephelomys meridensis,Nephelomys meridensis,60.5,1.299,188.5,NA,1104.892,NA,92.013,NA,122.152,29.029,NA,3.4,3.963,38.307,NA,26.064,NA,572.913,0.227,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,G,2,0,0,1,0,3250,1500,1750,NA,Occurs on mainland,NA,NA,Neotropical,1
Rodentia,Muridae,Nesokia,bunnii,Nesokia bunnii,Nesokia bunnii,63.854,1.687,250,NA,1018.459,NA,102.849,NA,140.606,25.194,NA,3.635,3.619,44.981,NA,25.676,NA,600.576,0.233,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,20,0,30,50,3,1,G,1,1,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Palearctic,1
Rodentia,Muridae,Nesokia,indica,Nesokia indica,Nesokia indica,160.79,1.98,215,NA,608.333,NA,102.219,NA,142.993,17.174,NA,4.135,4.03,46.663,NA,25.335,NA,563.898,0.388,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,20,0,30,50,3,1,G,1,0,0,1,0,1600,0,1600,0,Occurs on mainland,1,0,"Afrotropical, Indomalayan, Palearctic",5
Lagomorpha,Leporidae,Nesolagus,netscheri,Nesolagus netscheri,Nesolagus netscheri,1511.67,7.729,385.365,NA,2777.848,NA,180.87,NA,215.4,36.331,NA,2.581,3.792,40.095,NA,26.837,NA,992.699,1.33,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,G,1,0,0,1,0,1600,600,1000,1,Occurs on large land bridge islands,0,0,Indomalayan,2
Lagomorpha,Leporidae,Nesolagus,timminsi,Nesolagus timminsi,Nesolagus timminsi,2107.4,10.11,468.79,NA,2171.811,NA,205.945,NA,249.113,38.283,NA,2.161,3.48,46.19,NA,28.594,NA,982.282,1.597,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,G,1,0,0,1,0,1300,50,1250,NA,Occurs on mainland,NA,NA,Indomalayan,1
Rodentia,Nesomyidae,Nesomys,audeberti,Nesomys audeberti,Nesomys audeberti,189,2.598,219,NA,425.833,NA,152.121,NA,188.414,35.569,NA,2.456,2.57,69.743,NA,31.685,NA,736.179,0.424,NA,0,1,0.007,NA,3,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,G,2,0,0,1,0,1025,0,1025,1,Occurs only on isolated islands,1,0,Afrotropical,1
Rodentia,Nesomyidae,Nesomys,lambertoni,Nesomys lambertoni,Nesomys lambertoni,159.48,2.441,219,NA,425.833,NA,150.255,NA,185.267,35.354,NA,2.471,2.58,68.404,NA,31.431,NA,736.767,0.386,NA,0,1,NA,NA,2,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,G,2,0,0,1,0,NA,NA,NA,1,Occurs only on isolated islands,0,0,Afrotropical,1
Rodentia,Nesomyidae,Nesomys,rufus,Nesomys rufus,Nesomys rufus,163.96,2.487,219,NA,425.833,NA,153.169,NA,189.327,35.625,NA,2.45,2.559,70.645,NA,31.86,NA,745.464,0.392,NA,0,1,0.004,NA,0,0,100,0,0,0,0,0,0,50,0,50,0,2,2,G,2,0,0,1,0,2300,750,1550,1,Occurs only on isolated islands,1,0,Afrotropical,1
Eulipotyphla,Nesophontidae,Nesophontes,edithae,Nesophontes edithae,Nesophontes edithae,130,3.596,176.84,NA,1992.789,NA,328.91,NA,369.583,42.209,NA,2.949,1.788,165.399,NA,42.577,NA,965.59,2.392,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,NA
Eulipotyphla,Nesophontidae,Nesophontes,hypomicrus,Nesophontes hypomicrus,Nesophontes hypomicrus,20,2.345,112.076,NA,1530.615,NA,334.094,NA,374.449,42.322,NA,3.095,1.761,162.778,NA,41.27,NA,864.1,0.956,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,1
Eulipotyphla,Nesophontidae,Nesophontes,major,Nesophontes major,Nesophontes major,51.7,2.278,138.135,NA,1461.744,NA,327.539,NA,366.525,42.25,NA,3.054,1.779,151.193,NA,41.02,NA,804.986,1.522,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,NA
Eulipotyphla,Nesophontidae,Nesophontes,micrus,Nesophontes micrus,Nesophontes micrus,40,2.31,128.448,NA,1494.333,NA,329.77,NA,372.356,42.469,NA,3.03,1.794,154.226,NA,41.551,NA,842.883,1.343,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,NA
Eulipotyphla,Nesophontidae,Nesophontes,paramicrus,Nesophontes paramicrus,Nesophontes paramicrus,40,2.296,128.168,NA,1509.995,NA,330.365,NA,371.862,42.666,NA,3.04,1.777,156.37,NA,41.489,NA,852.197,1.343,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,NA
Eulipotyphla,Nesophontidae,Nesophontes,zamicrus,Nesophontes zamicrus,Nesophontes zamicrus,10,2.13,103.873,NA,1469.992,NA,333.006,NA,371.272,41.682,NA,3.141,1.754,152.564,NA,40.909,NA,825.759,0.681,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,NA
Rodentia,Muridae,Nesoromys,ceramicus,Nesoromys ceramicus,Nesoromys ceramicus,63.854,1.294,135,NA,1157.387,NA,99.244,NA,132.195,27.872,NA,3.061,3.425,43.384,NA,25.706,NA,607.185,0.233,NA,0,2,NA,NA,40,0,60,40,0,0,0,0,0,0,0,30,30,3,2,S,1,0,0,1,0,1800,1500,300,NA,Occurs only on isolated islands,NA,NA,Australasian,1
Rodentia,Cricetidae,Nesoryzomys,darwini,Nesoryzomys darwini,Nesoryzomys darwini,33.7,1.342,200,NA,997.303,NA,85.114,NA,118.134,27.692,NA,3.561,4.422,37.282,NA,25.593,NA,560.206,0.164,NA,0,1,NA,NA,20,4,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,G,1,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,NA
Rodentia,Cricetidae,Nesoryzomys,fernandinae,Nesoryzomys fernandinae,Nesoryzomys fernandinae,32.3,1.227,200,NA,1009.496,NA,81.832,NA,114.249,27.545,NA,3.581,4.499,35.143,NA,25.297,NA,543.651,0.16,NA,0,1,NA,NA,20,4,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,G,1,0,0,1,0,1300,0,1300,NA,Occurs only on isolated islands,NA,NA,Neotropical,1
Rodentia,Cricetidae,Nesoryzomys,indefessus,Nesoryzomys indefessus,Nesoryzomys indefessus,80.3,1.536,200,NA,1003.765,NA,99.007,NA,128.366,28.158,NA,3.423,4.03,42.193,NA,23.754,NA,581.804,0.265,NA,0,1,NA,NA,19,5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,G,1,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,NA
Rodentia,Cricetidae,Nesoryzomys,narboroughi,Nesoryzomys narboroughi,Nesoryzomys narboroughi,88,1.506,200,NA,1018.806,NA,94.746,NA,125.106,27.904,NA,3.449,4.08,40.567,NA,23.589,NA,564.872,0.278,NA,0,1,NA,NA,19,5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,G,1,0,0,1,0,1300,0,1300,NA,Occurs only on isolated islands,NA,NA,Neotropical,1
Rodentia,Cricetidae,Nesoryzomys,swarthi,Nesoryzomys swarthi,Nesoryzomys swarthi,105,1.537,200,NA,1044.691,NA,96.844,NA,128.712,28.787,NA,3.334,4.039,42.262,NA,23.637,NA,573.558,0.307,NA,0,1,NA,NA,19,5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,G,1,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Neotropical,2
Cetartiodactyla,Bovidae,Nesotragus,moschatus,Nesotragus moschatus,Nesotragus moschatus,6500,34,609.995,NA,5110,197.64,184.138,183,377.64,180,4,1,1.497,220.207,NA,75.221,NA,1778.036,2.968,4.889,0,1,NA,1.5,0,0,100,0,0,0,0,0,0,20,0,0,80,2,1,G,2,0,0,1,0,2700,NA,NA,NA,Occurs on mainland,NA,NA,Afrotropical,2
Eulipotyphla,Talpidae,Neurotrichus,gibbsii,Neurotrichus gibbsii,Neurotrichus gibbsii,10,0.91,81.38,NA,1514.489,NA,326.921,NA,369.995,21.27,NA,2.81,1,265.024,0.635,34.303,NA,738.097,0.084,1413.5,0,1,0.003,NA,90,0,10,90,0,0,0,0,0,0,0,0,10,1,2,G,2,0,0,1,0,2440,NA,NA,0,Occurs on mainland,1,1,Nearctic,4
Rodentia,Cricetidae,Neusticomys,ferreirai,Neusticomys ferreirai,Neusticomys ferreirai,29.5,2.211,133.044,NA,1417.975,NA,114.671,NA,147.837,31.647,NA,2.813,2.996,50.645,NA,26.876,NA,652.245,1.156,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,1
Rodentia,Cricetidae,Neusticomys,monticolus,Neusticomys monticolus,Neusticomys monticolus,39.5,1.207,131,NA,1346.365,NA,89.265,NA,122.07,31.911,NA,1.94,3.274,41.365,NA,24.137,NA,613.923,1.334,NA,0,1,NA,NA,80,20,0,80,0,0,0,20,0,0,0,0,0,2,3,G,3,1,0,1,0,3750,1800,1950,0,Occurs on mainland,0,0,Neotropical,2
Rodentia,Cricetidae,Neusticomys,mussoi,Neusticomys mussoi,Neusticomys mussoi,40,1.283,136.33,NA,1339.171,NA,105.311,NA,140.127,31.92,NA,2.414,3.068,48.129,NA,25.074,NA,634.255,1.343,NA,0,1,NA,NA,80,20,0,80,0,0,0,20,0,0,0,0,0,2,3,G,3,1,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Neotropical,1
Rodentia,Cricetidae,Neusticomys,oyapocki,Neusticomys oyapocki,Neusticomys oyapocki,47,1.153,131,NA,1304.421,NA,97.564,NA,129.945,31.743,NA,2.463,3.295,43.569,NA,24.772,NA,594.838,1.453,NA,0,1,NA,NA,80,20,0,80,0,0,0,20,0,0,0,0,0,2,3,G,3,1,0,1,0,500,0,500,0,Occurs on mainland,0,0,Neotropical,3
Rodentia,Cricetidae,Neusticomys,peruviensis,Neusticomys peruviensis,Neusticomys peruviensis,40,1.221,131,NA,1358.373,NA,91.872,NA,125.064,31.421,NA,2.382,3.213,41.197,NA,24.088,NA,615.056,1.343,NA,0,1,NA,NA,80,20,0,80,0,0,0,20,0,0,0,0,0,2,3,G,3,1,0,1,0,400,200,200,0,Occurs on mainland,0,0,Neotropical,2
Rodentia,Cricetidae,Neusticomys,venezuelae,Neusticomys venezuelae,Neusticomys venezuelae,47.1,1.219,131,NA,1351.404,NA,95.933,NA,128.68,32.099,NA,2.41,3.305,43.115,NA,24.668,NA,622.98,1.454,NA,0,1,NA,NA,80,20,0,80,0,0,0,20,0,0,0,0,0,2,3,G,3,1,0,1,0,1400,600,800,0,Occurs on mainland,0,0,Neotropical,2
Cetartiodactyla,Bovidae,Nilgiritragus,hylocrius,Nilgiritragus hylocrius,Nilgiritragus hylocrius,74593.205,148.056,1392.5,NA,6314.5,623.938,623.938,NA,669.16,187.79,3,1.3,1.36,241.46,NA,152,NA,2302.78,11.358,9.81,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,G,2,0,0,1,0,2600,1200,1400,NA,Occurs on mainland,NA,NA,Indomalayan,2
Rodentia,Muridae,Nilopegamys,plumbeus,Nilopegamys plumbeus,Nilopegamys plumbeus,60.5,4.435,132.31,NA,1095,NA,183.497,NA,210.566,39.322,NA,1.985,2.372,94.983,NA,38.975,NA,798.28,1.644,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,1,0,1,0,2600,2600,0,NA,Occurs on mainland,NA,NA,Afrotropical,1
