iucn2020_binomial,input_name
Pipistrellus pygmaeus,Pipistrellus pygmaeus
Pipistrellus raceyi,Pipistrellus raceyi
Pipistrellus rueppellii,Pipistrellus rueppellii
Pipistrellus rusticus,Pipistrellus rusticus
Pipistrellus stenopterus,Pipistrellus stenopterus
Pipistrellus sturdeei,Pipistrellus sturdeei
Pipistrellus tenuis,Pipistrellus mimus
Pipistrellus tenuis,Pipistrellus tenuis
Pipistrellus wattsi,Pipistrellus wattsi
Pipistrellus westralis,Pipistrellus westralis
Pithecheir melanurus,Pithecheir melanurus
Pithecheir parvus,Pithecheir parvus
Pithecheirops otion,Pithecheirops otion
Pithecia aequatorialis,Pithecia aequatorialis
Pithecia albicans,Pithecia albicans
Pithecia cazuzai,Pithecia cazuzai
Pithecia cazuzai,Pithecia irrorata
Pithecia cazuzai,Pithecia vanzolinii
Pithecia chrysocephala,Pithecia chrysocephala
Pithecia chrysocephala,Pithecia pithecia
Pithecia hirsuta,Pithecia hirsuta
Pithecia hirsuta,Pithecia milleri
Pithecia hirsuta,Pithecia monachus
Pithecia inusta,Pithecia inusta
Pithecia inusta,Pithecia milleri
Pithecia inusta,Pithecia monachus
Pithecia irrorata,Pithecia irrorata
Pithecia irrorata,Pithecia vanzolinii
Pithecia isabela,Pithecia isabela
Pithecia isabela,Pithecia milleri
Pithecia isabela,Pithecia monachus
Pithecia milleri,Pithecia milleri
Pithecia milleri,Pithecia monachus
Pithecia mittermeieri,Pithecia irrorata
Pithecia mittermeieri,Pithecia mittermeieri
Pithecia mittermeieri,Pithecia vanzolinii
Pithecia monachus,Pithecia milleri
Pithecia monachus,Pithecia monachus
Pithecia napensis,Pithecia milleri
Pithecia napensis,Pithecia monachus
Pithecia napensis,Pithecia napensis
Pithecia pissinattii,Pithecia irrorata
Pithecia pissinattii,Pithecia pissinattii
Pithecia pissinattii,Pithecia vanzolinii
Pithecia pithecia,Pithecia pithecia
Pithecia rylandsi,Pithecia irrorata
Pithecia rylandsi,Pithecia vanzolinii
Pithecia vanzolinii,Pithecia irrorata
Pithecia vanzolinii,Pithecia vanzolinii
Plagiodontia aedium,Plagiodontia aedium
Plagiodontia ipnaeum,Plagiodontia ipnaeum
Planigale gilesi,Planigale gilesi
Planigale ingrami,Planigale ingrami
Planigale maculata,Planigale maculata
Planigale novaeguineae,Planigale novaeguineae
Planigale tenuirostris,Planigale tenuirostris
Platacanthomys lasiurus,Platacanthomys lasiurus
Platalina genovensium,Platalina genovensium
Platanista gangetica,Platanista gangetica
Platanista gangetica,Platanista minor
Platymops setiger,Platymops setiger
Platyrrhinus albericoi,Platyrrhinus albericoi
Platyrrhinus angustirostris,Platyrrhinus angustirostris
Platyrrhinus angustirostris,Platyrrhinus helleri
Platyrrhinus aquilus,Platyrrhinus aquilus
Platyrrhinus aquilus,Platyrrhinus dorsalis
Platyrrhinus aurarius,Platyrrhinus aurarius
Platyrrhinus brachycephalus,Platyrrhinus brachycephalus
Platyrrhinus chocoensis,Platyrrhinus chocoensis
Platyrrhinus dorsalis,Platyrrhinus dorsalis
Platyrrhinus fusciventris,Platyrrhinus fusciventris
Platyrrhinus fusciventris,Platyrrhinus helleri
Platyrrhinus helleri,Platyrrhinus helleri
Platyrrhinus incarum,Platyrrhinus helleri
Platyrrhinus incarum,Platyrrhinus incarum
Platyrrhinus infuscus,Platyrrhinus infuscus
Platyrrhinus ismaeli,Platyrrhinus dorsalis
Platyrrhinus ismaeli,Platyrrhinus ismaeli
Platyrrhinus lineatus,Platyrrhinus lineatus
Platyrrhinus masu,Platyrrhinus masu
Platyrrhinus matapalensis,Platyrrhinus helleri
Platyrrhinus matapalensis,Platyrrhinus matapalensis
Platyrrhinus nigellus,Platyrrhinus nigellus
Platyrrhinus nitelinea,Platyrrhinus nitelinea
Platyrrhinus recifinus,Platyrrhinus recifinus
Platyrrhinus umbratus,Platyrrhinus umbratus
Platyrrhinus vittatus,Platyrrhinus vittatus
Plecotus ariel,Plecotus ariel
Plecotus auritus,Plecotus auritus
Plecotus austriacus,Plecotus austriacus
Plecotus balensis,Plecotus balensis
Plecotus christii,Plecotus christii
Plecotus homochrous,Plecotus homochrous
Plecotus kolombatovici,Plecotus kolombatovici
Plecotus kozlovi,Not recognised
Plecotus macrobullaris,Plecotus alpinus
Plecotus macrobullaris,Plecotus auritus
Plecotus macrobullaris,Plecotus macrobullaris
Plecotus ognevi,Plecotus auritus
Plecotus ognevi,Plecotus ognevi
Plecotus sacrimontis,Plecotus auritus
Plecotus sacrimontis,Plecotus sacrimontis
Plecotus sardus,Plecotus sardus
Plecotus strelkovi,Not recognised
Plecotus taivanus,Plecotus taivanus
Plecotus teneriffae,Plecotus teneriffae
Plecotus turkmenicus,Plecotus turkmenicus
Plecotus wardi,Not recognised
Plecturocebus aureipalatii,Callicebus aureipalatii
Plecturocebus aureipalatii,Callicebus cupreus
Plecturocebus aureipalatii,Plecturocebus aureipalatii
Plecturocebus baptista,Callicebus baptista
Plecturocebus baptista,Plecturocebus baptista
Plecturocebus bernhardi,Callicebus bernhardi
Plecturocebus bernhardi,Plecturocebus bernhardi
Plecturocebus brunneus,Callicebus brunneus
Plecturocebus brunneus,Plecturocebus brunneus
Plecturocebus caligatus,Callicebus caligatus
Plecturocebus caligatus,Plecturocebus caligatus
Plecturocebus caquetensis,Callicebus caquetensis
Plecturocebus caquetensis,Callicebus cupreus
Plecturocebus caquetensis,Plecturocebus caquetensis
Plecturocebus cinerascens,Callicebus cinerascens
Plecturocebus cinerascens,Plecturocebus cinerascens
Plecturocebus cupreus,Callicebus cupreus
Plecturocebus cupreus,Plecturocebus cupreus
Plecturocebus discolor,Callicebus discolor
Plecturocebus discolor,Plecturocebus discolor
Plecturocebus donacophilus,Callicebus donacophilus
Plecturocebus donacophilus,Plecturocebus donacophilus
Plecturocebus dubius,Callicebus dubius
Plecturocebus dubius,Plecturocebus dubius
Plecturocebus grovesi,Not recognised
Plecturocebus hoffmannsi,Callicebus hoffmannsi
Plecturocebus hoffmannsi,Plecturocebus hoffmannsi
Plecturocebus miltoni,Not recognised
Plecturocebus modestus,Callicebus modestus
Plecturocebus modestus,Plecturocebus modestus
Plecturocebus moloch,Callicebus moloch
Plecturocebus moloch,Plecturocebus moloch
Plecturocebus oenanthe,Callicebus oenanthe
Plecturocebus oenanthe,Plecturocebus oenanthe
Plecturocebus olallae,Callicebus olallae
Plecturocebus olallae,Plecturocebus olallae
Plecturocebus ornatus,Callicebus ornatus
Plecturocebus ornatus,Plecturocebus ornatus
Plecturocebus pallescens,Callicebus pallescens
Plecturocebus pallescens,Plecturocebus pallescens
Plecturocebus parecis,Not recognised
Plecturocebus stephennashi,Callicebus stephennashi
Plecturocebus stephennashi,Plecturocebus stephennashi
Plecturocebus toppini,Callicebus cupreus
Plecturocebus urubambensis,Not recognised
Plecturocebus vieirai,Callicebus moloch
Plecturocebus vieirai,Plecturocebus vieirai
Plerotes anchietae,Plerotes anchietae
Podogymnura aureospinula,Podogymnura aureospinula
Podogymnura truei,Podogymnura truei
Podomys floridanus,Podomys floridanus
Podoxymys roraimae,Podoxymys roraimae
Poecilogale albinucha,Poecilogale albinucha
Poelagus marjorita,Poelagus marjorita
Pogonomelomys brassi,Pogonomelomys brassi
Pogonomelomys brassi,Pogonomelomys bruijni
Pogonomelomys bruijnii,Pogonomelomys bruijni
Pogonomelomys bruijnii,Pogonomelomys bruijnii
Pogonomelomys mayeri,Pogonomelomys mayeri
Pogonomys championi,Pogonomys championi
Pogonomys fergussoniensis,Pogonomys fergussoniensis
Pogonomys loriae,Pogonomys loriae
Pogonomys macrourus,Pogonomys macrourus
Pogonomys sylvestris,Pogonomys sylvestris
Poiana leightoni,Poiana leightoni
Poiana richardsonii,Poiana richardsonii
Poliocitellus franklinii,Poliocitellus franklinii
Poliocitellus franklinii,Spermophilus franklinii
Pongo abelii,Pongo abelii
Pongo pygmaeus,Pongo pygmaeus
Pongo tapanuliensis,Pongo abelii
Pongo tapanuliensis,Pongo tapanuliensis
Pontoporia blainvillei,Pontoporia blainvillei
Porcula salvania,Porcula salvania
Porcula salvania,Sus salvanius
Potamochoerus larvatus,Potamochoerus larvatus
Potamochoerus porcus,Potamochoerus porcus
Potamogale velox,Potamogale velox
Potorous gilbertii,Potorous gilbertii
Potorous longipes,Potorous longipes
Potorous platyops,Potorous platyops
Potorous tridactylus,Potorous tridactylus
Potos flavus,Potos flavus
Praomys coetzeei,Praomys coetzeei
Praomys coetzeei,Praomys tullbergi
Praomys daltoni,Praomys daltoni
Praomys degraaffi,Praomys degraaffi
Praomys delectorum,Praomys delectorum
Praomys derooi,Praomys derooi
Praomys hartwigi,Praomys hartwigi
Praomys jacksoni,Praomys jacksoni
Praomys lukolelae,Praomys lukolelae
Praomys minor,Praomys minor
Praomys misonnei,Praomys misonnei
Praomys morio,Praomys morio
Praomys mutoni,Praomys mutoni
Praomys obscurus,Praomys obscurus
Praomys petteri,Praomys petteri
Praomys rostratus,Praomys rostratus
Praomys tullbergi,Praomys tullbergi
Praomys verschureni,Praomys verschureni
Presbytis bicolor,Presbytis bicolor
Presbytis bicolor,Presbytis melalophos
Presbytis chrysomelas,Presbytis chrysomelas
Presbytis comata,Presbytis comata
Presbytis femoralis,Presbytis femoralis
Presbytis frontata,Presbytis frontata
Presbytis hosei,Presbytis canicrus
Presbytis hosei,Presbytis hosei
Presbytis hosei,Presbytis sabana
Presbytis melalophos,Presbytis melalophos
Presbytis mitrata,Presbytis melalophos
Presbytis mitrata,Presbytis mitrata
Presbytis natunae,Presbytis natunae
Presbytis potenziani,Presbytis potenziani
Presbytis rubicunda,Presbytis rubicunda
Presbytis siamensis,Presbytis siamensis
Presbytis siberu,Presbytis potenziani
Presbytis siberu,Presbytis siberu
Presbytis sumatranus,Presbytis melalophos
Presbytis sumatranus,Presbytis sumatrana
Presbytis thomasi,Presbytis thomasi
Priodontes maximus,Priodontes maximus
Prionailurus bengalensis,Prionailurus bengalensis
Prionailurus bengalensis,Prionailurus iriomotensis
Prionailurus planiceps,Prionailurus planiceps
Prionailurus rubiginosus,Prionailurus rubiginosus
Prionailurus viverrinus,Prionailurus viverrinus
Prionodon linsang,Prionodon linsang
Prionodon pardicolor,Prionodon pardicolor
Prionomys batesi,Prionomys batesi
Procapra gutturosa,Procapra gutturosa
Procapra picticaudata,Procapra picticaudata
Procapra przewalskii,Procapra przewalskii
Procavia capensis,Procavia capensis
Procolobus verus,Procolobus verus
Procyon cancrivorus,Procyon cancrivorus
Procyon lotor,Procyon lotor
Procyon pygmaeus,Procyon pygmaeus
Proechimys brevicauda,Proechimys brevicauda
Proechimys canicollis,Proechimys canicollis
Proechimys chrysaeolus,Proechimys chrysaeolus
Proechimys chrysaeolus,Proechimys magdalenae
Proechimys cuvieri,Proechimys cuvieri
Proechimys decumanus,Proechimys decumanus
Proechimys echinothrix,Proechimys echinothrix
Proechimys gardneri,Proechimys gardneri
Proechimys goeldii,Proechimys goeldii
Proechimys guairae,Proechimys guairae
Proechimys guairae,Proechimys poliopus
Proechimys guyannensis,Proechimys guyannensis
Proechimys hoplomyoides,Proechimys hoplomyoides
Proechimys kulinae,Proechimys kulinae
Proechimys longicaudatus,Proechimys longicaudatus
Proechimys mincae,Proechimys mincae
Proechimys oconnelli,Proechimys oconnelli
Proechimys pattoni,Proechimys pattoni
Proechimys quadruplicatus,Proechimys quadruplicatus
Proechimys roberti,Proechimys roberti
Proechimys semispinosus,Proechimys semispinosus
Proechimys simonsi,Proechimys simonsi
Proechimys steerei,Proechimys steerei
Proechimys trinitatis,Proechimys trinitatis
Proechimys trinitatis,Proechimys trinitatus
Proechimys trinitatis,Proechimys urichi
Proedromys bedfordi,Proedromys bedfordi
Proedromys liangshanensis,Proedromys liangshanensis
Prolagus sardus,Prolagus sardus
Prolemur simus,Prolemur simus
Prometheomys schaposchnikowi,Prometheomys schaposchnikowi
Promops centralis,Promops centralis
Promops davisoni,Promops centralis
Promops davisoni,Promops davisoni
Promops nasutus,Promops nasutus
Pronolagus crassicaudatus,Pronolagus crassicaudatus
Pronolagus randensis,Pronolagus randensis
Pronolagus rupestris,Pronolagus rupestris
Pronolagus saundersiae,Pronolagus rupestris
Pronolagus saundersiae,Pronolagus saundersiae
Propithecus candidus,Propithecus candidus
Propithecus candidus,Propithecus diadema
Propithecus coquereli,Propithecus coquereli
Propithecus coronatus,Propithecus coronatus
Propithecus coronatus,Propithecus deckenii
Propithecus deckenii,Propithecus deckenii
Propithecus diadema,Propithecus diadema
Propithecus edwardsi,Propithecus edwardsi
Propithecus perrieri,Propithecus perrieri
Propithecus tattersalli,Propithecus tattersalli
Propithecus verreauxi,Propithecus verreauxi
Prosciurillus abstrusus,Prosciurillus abstrusus
Prosciurillus alstoni,Prosciurillus alstoni
Prosciurillus alstoni,Prosciurillus leucomus
Prosciurillus leucomus,Prosciurillus leucomus
Prosciurillus murinus,Prosciurillus murinus
Prosciurillus rosenbergii,Prosciurillus rosenbergi
Prosciurillus rosenbergii,Prosciurillus rosenbergii
Prosciurillus topapuensis,Prosciurillus leucomus
Prosciurillus topapuensis,Prosciurillus topapuensis
Prosciurillus weberi,Prosciurillus weberi
Proteles cristata,Proteles cristata
Proteles cristata,Proteles cristatus
Protochromys fellowsi,Protochromys fellowsi
Protoxerus aubinnii,Protoxerus aubinnii
Protoxerus stangeri,Protoxerus stangeri
Psammomys obesus,Psammomys obesus
Psammomys vexillaris,Psammomys vexillaris
Pseudantechinus bilarni,Pseudantechinus bilarni
Pseudantechinus macdonnellensis,Pseudantechinus macdonnellensis
Pseudantechinus mimulus,Pseudantechinus mimulus
Pseudantechinus ningbing,Pseudantechinus ningbing
Pseudantechinus roryi,Pseudantechinus roryi
Pseudantechinus woolleyae,Pseudantechinus woolleyae
Pseudoberylmys muongbangensis,Pseudoberylmys muongbangensis
Pseudocheirus occidentalis,Pseudocheirus occidentalis
Pseudocheirus occidentalis,Pseudocheirus peregrinus
Pseudocheirus peregrinus,Pseudocheirus peregrinus
Pseudochirops albertisii,Pseudochirops albertisii
Pseudochirops archeri,Pseudochirops archeri
Pseudochirops corinnae,Pseudochirops corinnae
Pseudochirops coronatus,Pseudochirops coronatus
Pseudochirops cupreus,Pseudochirops cupreus
Pseudochirulus canescens,Pseudochirulus canescens
Pseudochirulus caroli,Pseudochirulus caroli
Pseudochirulus cinereus,Pseudochirulus cinereus
Pseudochirulus forbesi,Pseudochirulus forbesi
Pseudochirulus herbertensis,Pseudochirulus herbertensis
Pseudochirulus larvatus,Pseudochirulus larvatus
Pseudochirulus mayeri,Pseudochirulus mayeri
Pseudochirulus schlegeli,Pseudochirulus schlegeli
Pseudohydromys berniceae,Pseudohydromys berniceae
Pseudohydromys carlae,Pseudohydromys carlae
Pseudohydromys carlae,Pseudohydromys ellermani
Pseudohydromys eleanorae,Pseudohydromys eleanorae
Pseudohydromys eleanorae,Pseudohydromys murinus
Pseudohydromys ellermani,Pseudohydromys ellermani
Pseudohydromys fuscus,Pseudohydromys fuscus
Pseudohydromys germani,Pseudohydromys ellermani
Pseudohydromys germani,Pseudohydromys germani
Pseudohydromys murinus,Pseudohydromys murinus
Pseudohydromys musseri,Microhydromys musseri
Pseudohydromys musseri,Pseudohydromys musseri
Pseudohydromys occidentalis,Pseudohydromys occidentalis
Pseudohydromys patriciae,Pseudohydromys patriciae
Pseudohydromys pumehanae,Pseudohydromys ellermani
Pseudohydromys pumehanae,Pseudohydromys pumehanae
Pseudohydromys sandrae,Pseudohydromys sandrae
Pseudois nayaur,Pseudois nayaur
Pseudois nayaur,Pseudois schaeferi
Pseudomys albocinereus,Pseudomys albocinereus
Pseudomys apodemoides,Pseudomys apodemoides
Pseudomys auritus,Pseudomys auritus
Pseudomys australis,Pseudomys australis
Pseudomys bolami,Pseudomys bolami
Pseudomys calabyi,Pseudomys calabyi
Pseudomys chapmani,Pseudomys chapmani
Pseudomys delicatulus,Pseudomys delicatulus
Pseudomys desertor,Pseudomys desertor
Pseudomys fieldi,Pseudomys fieldi
Pseudomys fumeus,Pseudomys fumeus
Pseudomys glaucus,Pseudomys glaucus
Pseudomys gouldii,Pseudomys gouldii
Pseudomys gracilicaudatus,Pseudomys gracilicaudatus
Pseudomys hermannsburgensis,Pseudomys hermannsburgensis
Pseudomys higginsi,Pseudomys higginsi
Pseudomys johnsoni,Pseudomys johnsoni
Pseudomys johnsoni,Pseudomys laborifex
Pseudomys nanus,Pseudomys nanus
Pseudomys novaehollandiae,Pseudomys novaehollandiae
Pseudomys occidentalis,Pseudomys occidentalis
Pseudomys oralis,Pseudomys oralis
Pseudomys patrius,Pseudomys patrius
Pseudomys pilligaensis,Pseudomys pilligaensis
Pseudomys shortridgei,Pseudomys shortridgei
Pseudorca crassidens,Pseudorca crassidens
Pseudoryx nghetinhensis,Pseudoryx nghetinhensis
Pseudoryzomys simplex,Pseudoryzomys simplex
Ptenochirus jagori,Ptenochirus jagori
Ptenochirus minor,Ptenochirus minor
Pteralopex anceps,Pteralopex anceps
Pteralopex atrata,Pteralopex atrata
Pteralopex flanneryi,Pteralopex anceps
Pteralopex flanneryi,Pteralopex flanneryi
Pteralopex pulchra,Pteralopex pulchra
Pteralopex taki,Pteralopex taki
Pteromys momonga,Pteromys momonga
Pteromys volans,Pteromys volans
Pteromyscus pulverulentus,Pteromyscus pulverulentus
Pteronotus davyi,Pteronotus davyi
Pteronotus gymnonotus,Pteronotus gymnonotus
Pteronotus macleayii,Pteronotus macleayii
Pteronotus mesoamericanus,Pteronotus mesoamericanus
Pteronotus mesoamericanus,Pteronotus parnellii
Pteronotus paraguanensis,Pteronotus paraguanensis
Pteronotus paraguanensis,Pteronotus parnellii
Pteronotus parnellii,Pteronotus parnellii
Pteronotus personatus,Pteronotus personatus
Pteronotus quadridens,Pteronotus quadridens
Pteronotus rubiginosus,Pteronotus parnellii
Pteronotus rubiginosus,Pteronotus rubiginosus
Pteronura brasiliensis,Pteronura brasiliensis
Pteropus admiralitatum,Pteropus admiralitatum
Pteropus aldabrensis,Pteropus aldabrensis
Pteropus alecto,Pteropus alecto
Pteropus alecto,Pteropus banakrisi
Pteropus allenorum,Pteropus allenorum
Pteropus anetianus,Pteropus anetianus
Pteropus aruensis,Pteropus aruensis
Pteropus brunneus,Pteropus brunneus
Pteropus caniceps,Pteropus caniceps
Pteropus capistratus,Pteropus capistratus
Pteropus chrysoproctus,Pteropus argentatus
Pteropus chrysoproctus,Pteropus chrysoproctus
Pteropus cognatus,Pteropus cognatus
Pteropus conspicillatus,Pteropus conspicillatus
Pteropus coxi,Pteropus coxi
Pteropus dasymallus,Pteropus dasymallus
Pteropus ennisae,Pteropus capistratus
Pteropus faunulus,Pteropus faunulus
Pteropus fundatus,Pteropus fundatus
Pteropus giganteus,Pteropus giganteus
Pteropus gilliardorum,Pteropus gilliardorum
Pteropus griseus,Pteropus griseus
Pteropus howensis,Pteropus howensis
Pteropus hypomelanus,Pteropus hypomelanus
Pteropus intermedius,Pteropus intermedius
Pteropus keyensis,Pteropus keyensis
Pteropus leucopterus,Pteropus leucopterus
Pteropus livingstonii,Pteropus livingstonii
Pteropus lombocensis,Pteropus lombocensis
Pteropus loochoensis,Pteropus loochoensis
Pteropus lylei,Pteropus lylei
Pteropus macrotis,Pteropus macrotis
Pteropus mahaganus,Pteropus mahaganus
Pteropus mariannus,Pteropus mariannus
Pteropus melanopogon,Pteropus melanopogon
Pteropus melanotus,Pteropus melanotus
Pteropus molossinus,Pteropus molossinus
Pteropus neohibernicus,Pteropus neohibernicus
Pteropus niger,Pteropus niger
Pteropus nitendiensis,Pteropus nitendiensis
Pteropus ocularis,Pteropus ocularis
Pteropus ornatus,Pteropus ornatus
Pteropus pelagicus,Pteropus insularis
Pteropus pelewensis,Pteropus pelewensis
Pteropus pelewensis,Pteropus yapensis
Pteropus personatus,Pteropus personatus
Pteropus pilosus,Pteropus pilosus
Pteropus pohlei,Pteropus pohlei
Pteropus poliocephalus,Pteropus poliocephalus
Pteropus pselaphon,Pteropus pselaphon
Pteropus pumilus,Pteropus pumilus
Pteropus rayneri,Pteropus rayneri
Pteropus rennelli,Pteropus rennelli
Pteropus rodricensis,Pteropus rodricensis
Pteropus rufus,Pteropus rufus
Pteropus samoensis,Pteropus samoensis
Pteropus scapulatus,Pteropus scapulatus
Pteropus seychellensis,Pteropus seychellensis
Pteropus speciosus,Pteropus speciosus
Pteropus subniger,Pteropus subniger
Pteropus temminckii,Pteropus temmincki
Pteropus temminckii,Pteropus temminckii
Pteropus tokudae,Pteropus tokudae
Pteropus tonganus,Pteropus tonganus
Pteropus tuberculatus,Pteropus tuberculatus
Pteropus ualanus,Pteropus ualanus
Pteropus vampyrus,Pteropus vampyrus
Pteropus vetulus,Pteropus vetulus
Pteropus voeltzkowi,Pteropus voeltzkowi
Pteropus woodfordi,Pteropus woodfordi
Ptilocercus lowii,Ptilocercus lowii
Pudu mephistophiles,Pudu mephistophiles
Pudu puda,Pudu puda
Puma concolor,Puma concolor
Punomys kofordi,Punomys kofordi
Punomys lemminus,Punomys lemminus
Pusa caspica,Pusa caspica
Pusa hispida,Pusa hispida
Pusa sibirica,Pusa sibirica
Pygathrix cinerea,Pygathrix cinerea
Pygathrix nemaeus,Pygathrix nemaeus
Pygathrix nigripes,Pygathrix nigripes
Pygeretmus platyurus,Pygeretmus platyurus
Pygeretmus pumilio,Pygeretmus pumilio
Pygeretmus zhitkovi,Pygeretmus shitkovi
Pygeretmus zhitkovi,Pygeretmus zhitkovi
Pygoderma bilabiatum,Pygoderma bilabiatum
Rangifer tarandus,Rangifer tarandus
Raphicerus campestris,Raphicerus campestris
Raphicerus melanotis,Raphicerus melanotis
Raphicerus sharpei,Raphicerus sharpei
Rattus adustus,Rattus adustus
Rattus andamanensis,Rattus andamanensis
Rattus annandalei,Rattus annandalei
Rattus arfakiensis,Rattus arfakienis
Rattus arfakiensis,Rattus arfakiensis
Rattus argentiventer,Rattus argentiventer
Rattus arrogans,Rattus arrogans
Rattus baluensis,Rattus baluensis
Rattus blangorum,Rattus blangorum
Rattus bontanus,Rattus bontanus
Rattus burrus,Rattus burrus
Rattus colletti,Rattus colletti
Rattus detentus,Rattus detentus
Rattus elaphinus,Rattus elaphinus
Rattus enganus,Rattus enganus
Rattus everetti,Rattus everetti
Rattus exulans,Rattus exulans
Rattus feliceus,Rattus feliceus
Rattus fuscipes,Rattus fuscipes
Rattus giluwensis,Rattus giluwensis
Rattus hainaldi,Rattus hainaldi
Rattus hoffmanni,Rattus hoffmanni
Rattus hoogerwerfi,Rattus hoogerwerfi
Rattus jobiensis,Rattus jobiensis
Rattus koopmani,Rattus koopmani
Rattus korinchi,Rattus korinchi
Rattus leucopus,Rattus leucopus
Rattus losea,Rattus losea
Rattus lugens,Rattus lugens
Rattus lutreolus,Rattus lutreolus
Rattus macleari,Rattus macleari
Rattus marmosurus,Rattus marmosurus
Rattus mindorensis,Rattus mindorensis
Rattus mollicomulus,Rattus mollicomulus
Rattus montanus,Rattus montanus
Rattus mordax,Rattus mordax
Rattus morotaiensis,Rattus morotaiensis
Rattus nativitatis,Rattus nativitatis
Rattus nikenii,Rattus nikenii
Rattus niobe,Rattus niobe
Rattus nitidus,Rattus nitidus
Rattus norvegicus,Rattus norvegicus
Rattus novaeguineae,Rattus novaeguineae
Rattus omichlodes,Rattus omichlodes
Rattus osgoodi,Rattus osgoodi
Rattus palmarum,Rattus palmarum
Rattus pelurus,Rattus pelurus
Rattus pococki,Rattus pococki
Rattus praetor,Rattus praetor
Rattus pyctoris,Rattus pyctoris
Rattus ranjiniae,Rattus ranjiniae
Rattus rattus,Rattus rattus
Rattus richardsoni,Rattus richardsoni
Rattus salocco,Rattus salocco
Rattus satarae,Rattus satarae
Rattus simalurensis,Rattus simalurensis
Rattus sordidus,Rattus sordidus
Rattus steini,Rattus steini
Rattus stoicus,Rattus stoicus
Rattus tanezumi,Rattus tanezumi
Rattus tawitawiensis,Rattus tawitawiensis
Rattus timorensis,Rattus timorensis
Rattus tiomanicus,Rattus tiomanicus
Rattus tunneyi,Rattus tunneyi
Rattus vandeuseni,Rattus vandeuseni
Rattus verecundus,Rattus verecundus
Rattus villosissimus,Rattus villosissimus
Rattus xanthurus,Rattus xanthurus
Ratufa affinis,Ratufa affinis
Ratufa bicolor,Ratufa bicolor
Ratufa indica,Ratufa indica
Ratufa macroura,Ratufa macroura
Redunca arundinum,Redunca arundinum
Redunca fulvorufula,Redunca fulvorufula
Redunca redunca,Redunca redunca
Reithrodon auritus,Reithrodon auritus
Reithrodon typicus,Reithrodon typicus
Reithrodontomys bakeri,Reithrodontomys bakeri
Reithrodontomys brevirostris,Reithrodontomys brevirostris
Reithrodontomys burti,Reithrodontomys burti
Reithrodontomys chrysopsis,Reithrodontomys chrysopsis
Reithrodontomys creper,Reithrodontomys creper
Reithrodontomys darienensis,Reithrodontomys darienensis
Reithrodontomys fulvescens,Reithrodontomys fulvescens
Reithrodontomys gracilis,Reithrodontomys gracilis
Reithrodontomys hirsutus,Reithrodontomys hirsutus
Reithrodontomys humulis,Reithrodontomys humulis
Reithrodontomys megalotis,Reithrodontomys megalotis
Reithrodontomys mexicanus,Reithrodontomys mexicanus
Reithrodontomys microdon,Reithrodontomys microdon
Reithrodontomys montanus,Reithrodontomys montanus
Reithrodontomys musseri,Reithrodontomys musseri
Reithrodontomys paradoxus,Reithrodontomys paradoxus
Reithrodontomys raviventris,Reithrodontomys raviventris
Reithrodontomys rodriguezi,Reithrodontomys rodriguezi
Reithrodontomys spectabilis,Reithrodontomys spectabilis
Reithrodontomys sumichrasti,Reithrodontomys sumichrasti
Reithrodontomys tenuirostris,Reithrodontomys tenuirostris
Reithrodontomys zacatecae,Reithrodontomys zacatecae
Rhabdomys bechuanae,Rhabdomys bechuanae
Rhabdomys bechuanae,Rhabdomys pumilio
Rhabdomys dilectus,Rhabdomys dilectus
Rhabdomys dilectus,Rhabdomys pumilio
Rhabdomys intermedius,Rhabdomys intermedius
Rhabdomys intermedius,Rhabdomys pumilio
Rhabdomys pumilio,Rhabdomys pumilio
Rhagomys longilingua,Rhagomys longilingua
Rhagomys rufescens,Rhagomys rufescens
Rheithrosciurus macrotis,Rheithrosciurus macrotis
Rheomys mexicanus,Rheomys mexicanus
Rheomys raptor,Rheomys raptor
Rheomys thomasi,Rheomys thomasi
Rheomys underwoodi,Rheomys underwoodi
Rhinoceros sondaicus,Rhinoceros sondaicus
Rhinoceros unicornis,Rhinoceros unicornis
Rhinolophus acuminatus,Rhinolophus acuminatus
Rhinolophus adami,Rhinolophus adami
Rhinolophus affinis,Rhinolophus affinis
Rhinolophus alcyone,Rhinolophus alcyone
Rhinolophus arcuatus,Rhinolophus arcuatus
Rhinolophus beddomei,Rhinolophus beddomei
Rhinolophus belligerator,Rhinolophus arcuatus
Rhinolophus belligerator,Rhinolophus belligerator
Rhinolophus blasii,Rhinolophus blasii
Rhinolophus bocharicus,Rhinolophus bocharicus
Rhinolophus borneensis,Rhinolophus borneensis
Rhinolophus canuti,Rhinolophus canuti
Rhinolophus capensis,Rhinolophus capensis
Rhinolophus celebensis,Rhinolophus celebensis
Rhinolophus chiewkweeae,Rhinolophus pearsonii
Rhinolophus clivosus,Rhinolophus clivosus
Rhinolophus coelophyllus,Rhinolophus coelophyllus
Rhinolophus cognatus,Rhinolophus cognatus
Rhinolophus cohenae,Rhinolophus cohenae
Rhinolophus cohenae,Rhinolophus hildebrandti
Rhinolophus cohenae,Rhinolophus hildebrandtii
Rhinolophus convexus,Rhinolophus convexus
Rhinolophus creaghi,Rhinolophus creaghi
Rhinolophus damarensis,Rhinolophus damarensis
Rhinolophus damarensis,Rhinolophus darlingi
Rhinolophus darlingi,Rhinolophus darlingi
