order,family,genus,species,iucn2020_binomial,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,female_maturity_d,male_maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n
Eulipotyphla,Soricidae,Myosorex,okuensis,Myosorex okuensis,Myosorex okuensis,8.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,G,2,0,0,1,0,2300,1800,500,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Myosorex,rumpii,Myosorex rumpii,Myosorex rumpii,15.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857,NA,NA,NA,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,G,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Myosorex,schalleri,Myosorex schalleri,Myosorex schalleri,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,G,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Myosorex,sclateri,Myosorex sclateri,Myosorex sclateri,8.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,G,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,2
Eulipotyphla,Soricidae,Myosorex,tenuis,Myosorex tenuis,Myosorex tenuis,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,G,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulipotyphla,Soricidae,Myosorex,varius,Myosorex varius,Myosorex varius,11.68,NA,NA,NA,766.5,NA,NA,NA,NA,NA,NA,2.95,2,NA,1,21.305,NA,NA,0.734,1325,0,1,NA,2,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,G,2,0,0,1,0,NA,NA,NA,0,NA,1,0,Afrotropical,4
Eulipotyphla,Soricidae,Myosorex,zinki,Myosorex zinki,Myosorex zinki,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,90,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,NA,0,0,1,0,4000,2470,1530,NA,NA,NA,NA,Afrotropical,3
Rodentia,Spalacidae,Myospalax,aspalax,Myospalax aspalax,Myospalax aspalax,225,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,50,50,2,1,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Palearctic,NA
Rodentia,Spalacidae,Myospalax,myospalax,Myospalax myospalax,Myospalax myospalax,225,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1,NA,NA,NA,NA,NA,0.467,NA,0,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,50,50,2,1,G,1,0,0,1,0,2750,NA,NA,0,NA,0,0,Palearctic,1
Rodentia,Spalacidae,Myospalax,psilurus,Myospalax psilurus,Myospalax psilurus,242.105,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,3.11,1,NA,NA,NA,NA,NA,0.486,NA,0,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,50,50,2,1,G,1,0,0,1,0,NA,NA,NA,0,NA,1,0,Palearctic,4
Chiroptera,Vespertilionidae,Myotis,adversus,Myotis adversus,Myotis adversus,10.41,0.254,NA,39.81,NA,231.09,231.09,NA,NA,NA,NA,1,2.5,NA,NA,56.28,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,G,1,0,0,0,1,NA,NA,NA,1,NA,0,0,NA,NA
Chiroptera,Vespertilionidae,Myotis,aelleni,Myotis aelleni,Myotis aelleni,9.4,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Neotropical,NA
Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,Myotis albescens,5.69,0.126,62,35.99,NA,152.76,106.82,NA,199.07,92.25,NA,0.99,2.5,NA,NA,30.32,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,0,Neotropical,2
Chiroptera,Vespertilionidae,Myotis,alcathoe,Myotis alcathoe,Myotis alcathoe,5,0.158,50,NA,8760,410.5,365,456,456,NA,NA,1,1,364.75,NA,NA,NA,2864.16,NA,NA,1,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1920,0,1920,NA,NA,NA,NA,Palearctic,1
Chiroptera,Vespertilionidae,Myotis,altarium,Myotis altarium,Myotis altarium,11,0.24,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Indomalayan, Palearctic",1
Chiroptera,Vespertilionidae,Myotis,anjouanensis,Myotis anjouanensis,Myotis anjouanensis,5.56,NA,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Afrotropical,NA
Chiroptera,Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,Myotis annamiticus,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Indomalayan,2
Chiroptera,Vespertilionidae,Myotis,annatessae,Myotis annatessae,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Chiroptera,Vespertilionidae,Myotis,annectans,Myotis annectans,Myotis annectans,9.75,0.221,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1100,NA,NA,NA,NA,NA,NA,Indomalayan,1
Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,Myotis atacamensis,8.005,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,2250,0,2250,NA,NA,NA,NA,Neotropical,4
Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,Myotis ater,5.3,NA,50,NA,8760,410.5,365,456,NA,NA,NA,1,1,364.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian, Indomalayan",2
Chiroptera,Vespertilionidae,Myotis,aurascens,Myotis aurascens,Myotis aurascens,7.5,0.158,50,NA,8760,410.5,365,456,456,NA,NA,1,1,364.75,NA,NA,NA,2864.16,NA,NA,1,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1920,0,1920,NA,NA,NA,NA,Palearctic,3
Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,Myotis auriculus,8,NA,54,38,1155.833,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,S,1,0,0,0,1,2200,366,1834,0,NA,1,0,"Nearctic, Neotropical",3
Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,Myotis australis,5.3,NA,50,37,8760,410.5,365,456,NA,NA,NA,1,1,364.75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Australasian,NA
Chiroptera,Vespertilionidae,Myotis,austroriparius,Myotis austroriparius,Myotis austroriparius,7.35,NA,NA,38,2190,188.68,188.68,NA,362.5,NA,NA,1.94,1,NA,1.12,46.8,NA,892.475,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,0,0,Nearctic,3
Chiroptera,Vespertilionidae,Myotis,badius,Myotis badius,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Chiroptera,Vespertilionidae,Myotis,bechsteinii,Myotis bechsteinii,Myotis bechsteinii,9.985,0.265,53,41.99,7665,NA,NA,NA,NA,NA,NA,1,1,364.75,NA,NA,NA,1825,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,S,1,0,0,0,1,1500,0,1500,0,NA,1,0,Palearctic,3
Chiroptera,Vespertilionidae,Myotis,blythii,Myotis blythii,Myotis blythii,24.262,NA,75,58.49,12045,420.91,420.91,502,489.91,69,NA,1,1,364.75,5.95,41.995,23.1,2555,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,2100,0,2100,0,NA,1,0,Palearctic,4
Chiroptera,Vespertilionidae,Myotis,bocagii,Myotis bocagii,Myotis bocagii,7.93,0.21,NA,38,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,0,NA,0,NA,1,0,Afrotropical,2
Chiroptera,Vespertilionidae,Myotis,bombinus,Myotis bombinus,Myotis bombinus,7.5,NA,50,40,8650.5,NA,NA,NA,NA,NA,NA,1,1,364.75,NA,60,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,0,Palearctic,2
Chiroptera,Vespertilionidae,Myotis,borneoensis,Myotis borneoensis,Myotis montivagus,5.3,0.17,50,43,8760,410.5,365,456,NA,NA,NA,1,1,364.75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,Indomalayan,1
Chiroptera,Vespertilionidae,Myotis,brandtii,Myotis brandtii,Myotis brandtii,7,NA,NA,34.99,14965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,1,NA,NA
Chiroptera,Vespertilionidae,Myotis,bucharensis,Myotis bucharensis,Myotis bucharensis,7.54,NA,NA,NA,NA,730,730,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Palearctic,1
Chiroptera,Vespertilionidae,Myotis,californicus,Myotis californicus,Myotis californicus,4.39,NA,53,33.14,5475,NA,NA,NA,NA,NA,NA,0.99,1,NA,NA,89.79,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Nearctic, Neotropical",3
Chiroptera,Vespertilionidae,Myotis,capaccinii,Myotis capaccinii,Myotis capaccinii,23.82,NA,72,40,12045,377.57,410.255,502,475.255,65,NA,1,1,364.75,5.95,41.995,23.1,2190,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,900,0,900,0,NA,1,0,Palearctic,3
Chiroptera,Vespertilionidae,Myotis,chiloensis,Myotis chiloensis,Myotis chiloensis,8.005,NA,46.7,38,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1500,50,1450,0,NA,1,1,Neotropical,2
Chiroptera,Vespertilionidae,Myotis,chinensis,Myotis chinensis,Myotis chinensis,28.55,NA,76,65,8030,476.4,450.8,502,519.8,69,NA,1.25,1,364.75,5.95,41.995,23.1,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Indomalayan, Palearctic",3
Chiroptera,Vespertilionidae,Myotis,ciliolabrum,Myotis ciliolabrum,Myotis ciliolabrum,5,NA,53,NA,5475,365.25,365.25,365.25,NA,NA,NA,1,1,364.75,1.1,89.79,NA,NA,NA,NA,1,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,3300,300,3000,0,NA,1,1,"Nearctic, Neotropical",5
Chiroptera,Vespertilionidae,Myotis,cobanensis,Myotis cobanensis,Myotis cobanensis,10.82,NA,35,41.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Neotropical,NA
Chiroptera,Vespertilionidae,Myotis,csorbai,Myotis csorbai,Myotis csorbai,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,1700,1300,400,NA,NA,NA,NA,Indomalayan,1
Chiroptera,Vespertilionidae,Myotis,dasycneme,Myotis dasycneme,Myotis dasycneme,15,0.31,61,45.5,7482.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1825,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1500,0,1500,0,NA,0,1,Palearctic,5
Chiroptera,Vespertilionidae,Myotis,daubentonii,Myotis daubentonii,Myotis daubentonii,7.902,0.23,47.7,35.295,10220,371.23,640.308,730,426.37,54.285,NA,1.21,1,NA,2.067,35.33,5.49,3298.504,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,1,NA,NA
Chiroptera,Vespertilionidae,Myotis,davidii,Myotis davidii,Myotis davidii,5.3,NA,50,NA,8760,410.5,365,456,NA,NA,NA,1,1,364.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Palearctic,2
Chiroptera,Vespertilionidae,Myotis,dieteri,Myotis dieteri,Myotis dieteri,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Chiroptera,Vespertilionidae,Myotis,diminutus,Myotis diminutus,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,225,150,75,NA,NA,NA,NA,Neotropical,1
Chiroptera,Vespertilionidae,Myotis,dinellii,Myotis dinellii,Myotis dinellii,8.4,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,820,30,790,NA,NA,NA,NA,Neotropical,1
Chiroptera,Vespertilionidae,Myotis,dominicensis,Myotis dominicensis,Myotis dominicensis,4.2,NA,57,34,2555,98,98,98,173.66,75.66,NA,1,2.75,365,1,35,3.7,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,1,NA,0,0,Neotropical,3
Chiroptera,Vespertilionidae,Myotis,elegans,Myotis elegans,Myotis elegans,4.21,NA,49,32.99,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,750,NA,NA,0,NA,1,0,Neotropical,1
Chiroptera,Vespertilionidae,Myotis,emarginatus,Myotis emarginatus,Myotis emarginatus,9.28,NA,50,40,8285.5,413.84,434.92,456,547.5,NA,NA,0.995,1,364.75,NA,41.61,NA,2542.773,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,S,1,0,0,0,1,1800,0,1800,0,NA,1,0,Palearctic,4
Chiroptera,Vespertilionidae,Myotis,escalerai,Myotis escalerai,Myotis nattereri,7.5,0.22,50,39.35,8650.5,NA,NA,NA,NA,NA,NA,1,1,364.75,NA,60,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,S,1,0,0,0,1,2100,0,2100,NA,NA,NA,NA,Palearctic,2
Chiroptera,Vespertilionidae,Myotis,evotis,Myotis evotis,Myotis evotis,7.4,NA,NA,36.72,8030,NA,NA,NA,NA,50,NA,1,1,364.75,1.22,NA,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,S,1,0,0,0,1,2830,NA,NA,0,NA,1,1,"Nearctic, Neotropical",3
Chiroptera,Vespertilionidae,Myotis,federatus,Myotis federatus,Myotis montivagus,5.3,0.17,50,43,8760,410.5,365,456,NA,NA,NA,1,1,364.75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,900,0,900,NA,NA,NA,NA,Indomalayan,1
Chiroptera,Vespertilionidae,Myotis,fimbriatus,Myotis fimbriatus,Myotis fimbriatus,23.41,NA,72,NA,12045,456.127,410.255,502,475.255,65,NA,1,1,364.75,5.9,41.995,23.1,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Myotis,findleyi,Myotis findleyi,Myotis findleyi,4.91,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,600,0,600,NA,NA,NA,NA,Neotropical,NA
Chiroptera,Vespertilionidae,Myotis,formosus,Myotis formosus,Myotis formosus,7.07,NA,NA,48.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Myotis,fortidens,Myotis fortidens,Myotis fortidens,6.5,0.132,57.85,37,12410,227.65,245.3,210,302.695,57.395,NA,1,1,364.75,2.07,25.5,6.79,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,0,Neotropical,2
Chiroptera,Vespertilionidae,Myotis,frater,Myotis frater,Myotis frater,7.54,NA,NA,38.49,NA,730,730,NA,730,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Myotis,gomantongensis,Myotis gomantongensis,Myotis gomantongensis,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Indomalayan,1
Chiroptera,Vespertilionidae,Myotis,goudoti,Myotis goudoti,Myotis goudoti,5.56,NA,97.5,39.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1200,0,1200,1,NA,1,0,Afrotropical,4
Chiroptera,Vespertilionidae,Myotis,grisescens,Myotis grisescens,Myotis grisescens,10.045,NA,NA,43.26,14333.55,530.44,493.22,456,730,NA,NA,0.995,1,364.75,2.92,42.35,NA,3469.927,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,0,Nearctic,2
Chiroptera,Vespertilionidae,Myotis,hajastanicus,Myotis hajastanicus,Myotis hajastanicus,5.3,NA,50,NA,8760,410.5,365,456,NA,NA,NA,1,1,364.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Palearctic,NA
Chiroptera,Vespertilionidae,Myotis,hasseltii,Myotis hasseltii,Myotis hasseltii,8.7,0.188,NA,38.49,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,10,0,90,0,0,10,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1000,0,1000,1,NA,0,0,Indomalayan,2
Chiroptera,Vespertilionidae,Myotis,hermani,Myotis hermani,Myotis hermani,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,500,0,500,NA,NA,NA,NA,Indomalayan,1
Chiroptera,Vespertilionidae,Myotis,horsfieldii,Myotis horsfieldii,Myotis horsfieldii,6.125,0.197,NA,38.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,1450,0,1450,1,NA,1,0,Indomalayan,2
Chiroptera,Vespertilionidae,Myotis,ikonnikovi,Myotis ikonnikovi,Myotis ikonnikovi,5.989,NA,42,33.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,1,0,Palearctic,4
Chiroptera,Vespertilionidae,Myotis,indochinensis,Myotis indochinensis,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Chiroptera,Vespertilionidae,Myotis,insularum,Myotis insularum,Myotis insularum,6.11,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,Oceanian,NA
Chiroptera,Vespertilionidae,Myotis,izecksohni,Myotis izecksohni,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1000,760,240,NA,NA,NA,NA,Neotropical,1
Chiroptera,Vespertilionidae,Myotis,keaysi,Myotis keaysi,Myotis keaysi,5.22,NA,53,36.5,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,3540,500,3040,0,NA,1,0,Neotropical,1
Chiroptera,Vespertilionidae,Myotis,keenii,Myotis keenii,Myotis keenii,6.255,NA,NA,36.5,6935,365.28,365.28,365.28,415.28,50,NA,1,1,364.75,NA,36.965,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,A,1,0,0,0,1,NA,NA,NA,0,NA,0,1,Nearctic,2
Chiroptera,Vespertilionidae,Myotis,laniger,Myotis laniger,Myotis laniger,8.5,NA,NA,NA,10220,730,730,730,784,54,NA,NA,NA,NA,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,A,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan, Palearctic",2
